Marca,SKU,Descripcion, P. Lista USD
EATON,197008,M22-DL-G-SP, $ 23.87 
EATON,197110,"M30S-FST-X - Portaleyendas, Accesorios, Redondo", $ 1.79 
EATON,197166,"EMS2-DOS-Z-9-24VDC - DOL starter, 24 V DC, 1,5 - 7 (AC-53a), 9 (AC-51) A", $ 770.55 
EATON,197211,EASY-E4-UC-12RC1, $ 674.93 
EATON,197212,EASY-E4-UC-12RCX1, $ 556.47 
EATON,197213,EASY-E4-DC-12TC1, $ 642.70 
EATON,197214,EASY-E4-DC-12TCX1, $ 518.28 
EATON,197215,EASY-E4-AC-12RC1, $ 702.14 
EATON,197216,EASY-E4-AC-12RCX1, $ 601.62 
EATON,197217,EASY-E4-UC-8RE1, $ 303.82 
EATON,197218,EASY-E4-UC-16RE1, $ 531.78 
EATON,197219,EASY-E4-DC-8TE1, $ 876.22 
EATON,197220,EASY-E4-DC-16TE1, $ 507.02 
EATON,197221,EASY-E4-AC-8RE1, $ 317.95 
EATON,197222,EASY-E4-AC-16RE1, $ 531.78 
EATON,197223,EASY-E4-DC-6AE1, $ 608.16 
EATON,197224,EASY-E4-DC-4PE1, $ 452.13 
EATON,197226,EASYSOFT-SWLIC, $ 200.10 
EATON,197227,EASY-BOX-E4-UC1, $ 740.91 
EATON,197228,EASY-BOX-E4-DC1, $ 740.91 
EATON,197229,EASY-BOX-E4-AC1, $ 740.91 
EATON,197318,SL7-FMS-ASI-V20, $ 978.75 
EATON,197322,SL7-FMS-ASI-V30 , $ 978.75 
EATON,197346,"P1-25/SE1/SVB - Main switch, P1, 25 A, surface mounting, 3 pole, Emergency swit", $ 366.14 
EATON,197512,EASY-E4-DC-8TE1P, $ 315.21 
EATON,197538,M22-PVLT30, $ 80.92 
EATON,197543,M30-PV30, $ 75.00 
EATON,197544,M30-PVT30, $ 93.87 
EATON,197690,"E57G-12SPN4-Q, Proximity switch, 1N/O, 3-wire, 10-30VDC, M12x1 mm, Sn=4mm, Flush", $ 351.72 
EATON,197865,"E57PS-30UPN15-C2 - Interruptor de proximidad, E57P Performance Short Body Serie", $ 162.59 
EATON,198513,XV-102-A0-35TQRB-1E4," $ 1,455.09 "
EATON,198514,XV100-BOX-E4-DC1," $ 2,266.30 "
EATON,198515,XV100-BOX-E4-UC1 - Starter package consisting of EASY-E4-UC-12RC1," $ 2,338.45 "
EATON,199200,PKZM0-16-SPI32, $ 279.92 
EATON,199230,"DILM9-10(110V50HZ,120V60HZ)-PI", $ 113.80 
EATON,199233,DILM9-10(24VDC)-PI, $ 133.99 
EATON,199238,DILM9-01(24VDC)-PI, $ 133.99 
EATON,199258,DILM15-01(24VDC)-PI, $ 280.11 
EATON,199309,DILM32-XHI11-PI, $ 40.76 
EATON,199319,DILA-XHI22-PI, $ 47.82 
EATON,199452,EASY-COM-SWD-C1 - Módulo de comunicación para conectar el relé de control , $ 458.96 
EATON,199507,EASY-BOX-E4-UC-SWD1 - Bundle consisting of EASY-E4-UC-12RC1 and EASY-COM-SWD-C1," $ 1,187.40 "
EATON,199509,EASY-BOX-E4-DC-SWD1 - Bundle consisting of EASY-E4-DC-12TC1 and EASY-COM-SWD-C1," $ 1,185.90 "
EATON,199511,EASY-BOX-E4-AC-SWD1 - Bundle consisting of EASY-E4-AC-12RC1 and EASY-COM-SWD-C1," $ 1,212.86 "
EATON,199734,XV-102-A3-57TVRB-1E4," $ 2,592.51 "
EATON,200127,T6-160-6/V/SVB-SW/HI11, $ 980.58 
EATON,200184,H-T8, $ 144.27 
EATON,200619                   ,T6-160-6/V/SVB/HI11                                              , $ 980.58 
EATON,200620,T8-3-8342/V/SVB/HI11," $ 3,610.24 "
EATON,201060         ,"STZ5,3(*/*)"," $ 1,894.91 "
EATON,201448,"T6-160-6/I45/SVB/HI1, # Cam Switch"," $ 1,679.23 "
EATON,201450,T8-3-8342/I48/SVB/HI," $ 3,123.46 "
EATON,203595,VHI20-PKZ0, $ 25.23 
EATON,204938,"STN0,06(*/*)", $ 124.70 
EATON,20493812024,"STN0,06(120/24)", $ 123.57 
EATON,20493812240,"STN0,06(120/240)", $ 123.57 
EATON,20493822024,"STN0,06(220/24)", $ 123.57 
EATON,20493822100,"STN0,06(220/100", $ 123.57 
EATON,20493822110,"STN0,06(220/110)", $ 123.57 
EATON,20493822120,"STN0,06(220/120)", $ 123.57 
EATON,20493822240,"STN0,06(220/240)", $ 123.57 
EATON,20493844024,"STN0,06(440/24)", $ 123.57 
EATON,20493844120,"STN0,06(440/120)", $ 123.57 
EATON,20493844220,"STN0,06(440/220)", $ 123.57 
EATON,204939,"STN0,1(*/*)     ", $ 152.66 
EATON,20493912024,"STN0,1(120/24)", $ 152.65 
EATON,20493922024,"STN0,1(220/24)", $ 152.65 
EATON,20493922120,"STN0,1(220/120)", $ 152.65 
EATON,20493922240,"STN0,1(220/240)", $ 152.65 
EATON,20493944024,"STN0,1(440/24)", $ 152.65 
EATON,20493944120,"STN0,1(440/120)", $ 152.65 
EATON,20493944220,"STN0,1(440/220)", $ 152.65 
EATON,204944,"STN0,16(*/*)", $ 193.21 
EATON,20494412024,"STN0,16(120/24)", $ 181.73 
EATON,20494412240,"STN0,16(120/240)", $ 157.03 
EATON,20494422024,"STN0,16(220/24)", $ 181.73 
EATON,20494422120,"STN0,16(220/120)", $ 181.73 
EATON,20494422240,"STN0,16(220/240)", $ 181.73 
EATON,20494444024,"STN0,16(440/24)", $ 181.73 
EATON,20494444120,"STN0,16(440/120)", $ 181.73 
EATON,20494444220,"STN0,16(440/220)", $ 181.73 
EATON,20495012024,"STN0,2(120/24)", $ 191.48 
EATON,20495022120,"STN0,2(220/120)", $ 191.48 
EATON,20495044024,"STN0,2(440/24)", $ 191.48 
EATON,20495044120,"STN0,2(440/120)", $ 191.48 
EATON,20495044220,"STN0,2(440/220)", $ 191.48 
EATON,204979,"STN0,25(*/*)", $ 235.19 
EATON,20497912024,"STN0,25(120/24)", $ 223.53 
EATON,20497912240,"STN0,25(120/240)", $ 193.18 
EATON,20497922024,"STN0,25(220/24)", $ 223.53 
EATON,20497922120,"STN0,25(220/120)", $ 223.53 
EATON,20497944024,"STN0,25(440/24)", $ 223.53 
EATON,20497944120,"STN0,25(440/120)", $ 223.53 
EATON,20497944220,"STN0,25(440/220)", $ 223.53 
EATON,204981,"STN0,315(*/*)", $ 227.85 
EATON,20498122110,"STN0,315(220/110)", $ 227.85 
EATON,20498122120,"STN0,315(220/120)", $ 227.85 
EATON,20498144120,"STN0,315(440/120)", $ 227.85 
EATON,204983," STN0,4(*/*) - Control transformer, 0.4 kVA, Rated input voltage 100 – 690 ± 5 %", $ 247.23 
EATON,20498322024,"STN0,4(220/24)", $ 247.23 
EATON,20498322120,"STN0,4(220/120)", $ 247.23 
EATON,20498322240,"STN0,4(220/240)", $ 247.23 
EATON,20498344024,"STN0,4(440/24)", $ 247.23 
EATON,20498344120,"STN0,4(440/120)", $ 247.23 
EATON,20498344220,"STN0,4(440/220)", $ 247.23 
EATON,204985,"STN0,5(*/*)", $ 272.52 
EATON,20498522120,"STN0,5(220/120)", $ 279.95 
EATON,20498544024,"STN0,5(440/24)", $ 279.95 
EATON,20498544120,"STN0,5(440/120)", $ 279.95 
EATON,20498544220,"STN0,5(440/220)", $ 279.95 
EATON,20498544240,"STN0,5(440/240)", $ 279.95 
EATON,204987,"STN0,63(*/*)", $ 319.95 
EATON,20498722120,"STN0,63(220/120)", $ 319.95 
EATON,20498744120,"STN0,63(440/120)", $ 319.95 
EATON,20498744220,"STN0,63(440/220)", $ 319.95 
EATON,204989,"STN0,8(*/*)", $ 407.18 
EATON,20498922120,"STN0,8(220/120)", $ 387.79 
EATON,20498938220,"STN0,8(380/220)", $ 387.79 
EATON,20498944120,"STN0,8(440/120)", $ 387.79 
EATON,20498944200,"STN0,8(440/200)", $ 351.77 
EATON,20498944220,"STN0,8(440/220)", $ 387.79 
EATON,204991,"STN1,0(*/*)", $ 445.24 
EATON,20499122120,"STN1,0(220/120)", $ 445.24 
EATON,20499144120,"STN1,0(440/120)", $ 445.24 
EATON,20499144220,"STN1,0(440/220)", $ 445.24 
EATON,20499144230,"STN1,0(440/230)", $ 445.24 
EATON,204993,"STN1,3(*/*)", $ 508.86 
EATON,20499322120,"STN1,3(220/120)", $ 508.86 
EATON,20499344120,"STN1,3(440/120)", $ 508.86 
EATON,20499344220,"STN1,3(440/220)", $ 508.86 
EATON,204994,"STN1,6(*/*)", $ 548.81 
EATON,20499422120,"STN1,6(220/120)", $ 548.81 
EATON,20499444120,"STN1,6(440/120)", $ 548.81 
EATON,20499444220,"STN1,6(440/220)", $ 548.81 
EATON,204995,"STN2,0(*/*)", $ 652.41 
EATON,20499522110,"STN2,0(220/110)", $ 652.41 
EATON,20499522120,"STN2,0(220/120)", $ 652.41 
EATON,20499544120,"STN2,0(440/120)", $ 652.41 
EATON,20499544220,"STN2,0(440/220)", $ 652.41 
EATON,20499622120,"STN2,5(220/120)", $ 881.37 
EATON,20499644120,"STN2,5(440/120)", $ 881.37 
EATON,20499644220,"STN2,5(440/220)", $ 881.37 
EATON,20499644230,"STN2,5(440/230)", $ 881.37 
EATON,204997,"STN3,0(*/*)"," $ 1,004.97 "
EATON,20499722120,"STN3,0(220/120)"," $ 1,004.97 "
EATON,20499744120,"STN3,0(440/120)"," $ 1,004.97 "
EATON,20499744220,"STN3,0(440/220)"," $ 1,004.97 "
EATON,204998,"STN4,0(*/*)"," $ 1,547.36 "
EATON,206881,CI-K1-95-TS, $ 40.01 
EATON,206882,CI-K2-100-TS, $ 48.69 
EATON,206883,CI-K2-145-TS, $ 54.39 
EATON,206884,CI-K3-125-TS, $ 70.74 
EATON,206885,CI-K3-160-TS, $ 73.35 
EATON,206886,CI-K4-125-TS, $ 91.66 
EATON,206890,CI-K4-160-TS, $ 105.61 
EATON,206891,CI-K5-125-TS, $ 123.46 
EATON,206892,CI-K5-160-TS, $ 141.05 
EATON,206893,CI-K2-100-M, $ 47.12 
EATON,206894,CI-K2-145-M, $ 56.23 
EATON,206895,CI-K3-125-M, $ 72.58 
EATON,206896,CI-K3-160-M, $ 74.98 
EATON,206897,CI-K4-125-M, $ 90.52 
EATON,206898,CI-K4-160-M, $ 109.85 
EATON,206899,CI-K5-125-M, $ 124.46 
EATON,206900,CI-K5-160-M, $ 151.92 
EATON,206909,M-CI-K5, $ 27.18 
EATON,206910,V-M20, $ 4.22 
EATON,206911,V-M25, $ 4.69 
EATON,206923,"UTI0,1-115", $ 171.50 
EATON,206924,"UTI0,2-115", $ 203.78 
EATON,206925,"UTI0,315-115", $ 233.03 
EATON,206926,"UTI0,5-115", $ 299.93 
EATON,206927,"UTI0,63-115", $ 331.30 
EATON,206928,"UTI0,8-115", $ 379.38 
EATON,206929,"UTI1,0-115", $ 443.37 
EATON,207061,T0-1-102/I1, $ 54.83 
EATON,207067,T0-1-15401/I1, $ 55.41 
EATON,207076,T0-1-8210/I1, $ 61.98 
EATON,207094,T0-2-15679/I1, $ 74.76 
EATON,207095,T0-2-15907/I1, $ 69.30 
EATON,207102,T0-2-8211/I1, $ 69.09 
EATON,207107,T0-2-8241/I1, $ 75.23 
EATON,207123,T0-3-8212/I1, $ 127.47 
EATON,207132,T0-3-8401/I1, $ 87.42 
EATON,207141,T0-4-8440/I1, $ 87.03 
EATON,207143,T0-1-102/I1/SVB, $ 78.99 
EATON,207145,T0-1-8200/I1/SVB, $ 64.57 
EATON,207147,T0-2-1/I1/SVB, $ 81.51 
EATON,207148,T0-2-1/I1/SVB-SW, $ 81.51 
EATON,207149,T0-2-15679/I1/SVB, $ 87.86 
EATON,207150,T0-2-15679/I1/SVB-SW, $ 87.86 
EATON,207151,T0-2-8900/I1/SVB, $ 84.53 
EATON,207152,T0-2-8900/I1/SVB-SW, $ 82.88 
EATON,207153,T0-3-15680/I1/SVB, $ 103.97 
EATON,207154,T0-3-15680/I1/SVB-SW, $ 103.15 
EATON,207157,T0-3-15683/I1/SVB, $ 97.30 
EATON,207158,T0-3-15683/I1/SVB-SW, $ 115.01 
EATON,207159,T0-3-8342/I1/SVB, $ 193.78 
EATON,207160,T0-3-8342/I1/SVB-SW, $ 110.12 
EATON,207161,"T0-4-15682/I1/SVB,", $ 124.22 
EATON,207162,T0-4-15682/I1/SVB-SW, $ 130.58 
EATON,207163,T0-4-8344/I1/SVB, $ 130.43 
EATON,207164,T0-4-8344/I1/SVB-SW, $ 124.22 
EATON,207166,T3-1-102/I2-RT, $ 103.40 
EATON,207178,T3-2-8211/I2, $ 200.13 
EATON,207183,T3-3-8212/I2, $ 178.19 
EATON,207185,T3-3-8222/I2, $ 169.70 
EATON,207188,T3-3-8401/I2, $ 178.19 
EATON,207190,"T3-4-15682/I2, # Cam Switch", $ 195.59 
EATON,207203,T3-3-15680/I2/SVB-SW, $ 183.77 
EATON,207208,T3-3-8342/I2/SVB, $ 192.96 
EATON,207209,T3-3-8342/I2/SVB-SW, $ 183.77 
EATON,207210,T3-4-15682/I2/SVB, $ 222.11 
EATON,207211,T3-4-15682/I2/SVB-SW, $ 211.54 
EATON,207212," T3-4-8344/I2/SVB - Main switch, T3, 32 A, surface mounting, 4 contact unit", $ 220.37 
EATON,207213,T3-4-8344/I2/SVB-SW, $ 220.12 
EATON,207223,T5B-3-8212/I4, $ 350.39 
EATON,207242,T5B-3-8342/I4/SVB, $ 347.40 
EATON,207243,T5B-3-8342/I4/SVB-SW, $ 347.40 
EATON,207245,T5B-3-8901/I4/SVB-SW, $ 344.59 
EATON,207246,T5B-4-15682/I4/SVB, $ 431.38 
EATON,207247,T5B-4-15682/I4/SVB-SW, $ 431.38 
EATON,207250,T5B-3-8342/I4-SI, $ 371.89 
EATON,207266,T5-3-8212/I5, $ 562.68 
EATON,207279,"T5-3-8342/I5/SVB - Main switch, T5, 100 A, surface mounting, 3 contact unit(s),", $ 572.14 
EATON,207280,T5-3-8342/I5/SVB-SW, $ 621.45 
EATON,207281,T5-4-15682/I5/SVB, $ 697.25 
EATON,207293,P1-25/I2/SVB, $ 90.45 
EATON,207294,P1-25/I2/SVB-SW, $ 90.45 
EATON,207295,P1-25/I2/SVB-SW/HI11, $ 117.93 
EATON,207297,P1-25/I2/SVB/HI11, $ 117.93 
EATON,207298,P1-25/I2/SVB/N, $ 108.53 
EATON,207300,P1-25/I2-RT, $ 73.03 
EATON,207302,P1-25/I2/HI11, $ 100.49 
EATON,207308,P1-25/I2-SI, $ 96.49 
EATON,207310,P1-25/I2-SI/HI11, $ 144.66 
EATON,207311,P1-25/I2-SI/HI11-SW, $ 144.66 
EATON,207314,P1-32/I2/SVB, $ 113.47 
EATON,207315,P1-32/I2/SVB-SW, $ 113.47 
EATON,207316,P1-32/I2/SVB-SW/HI11, $ 140.93 
EATON,207318,P1-32/I2/SVB/HI11, $ 140.93 
EATON,207319,P1-32/I2/SVB/N, $ 126.33 
EATON,207320,P1-32/I2, $ 94.95 
EATON,207329,P1-32/I2-SI, $ 134.97 
EATON,207331,P1-32/I2-SI/HI11, $ 151.15 
EATON,207337,P3-63/I3/SVB-SW/HI11, $ 227.18 
EATON,207340,P3-63/I3/SVB/HI11, $ 227.18 
EATON,207343,P3-63/I4/SVB, $ 216.30 
EATON,207344,P3-63/I4/SVB-SW, $ 216.30 
EATON,207345,P3-63/I4/SVB-SW/HI11, $ 240.19 
EATON,207348,P3-63/I4/SVB/HI11, $ 241.54 
EATON,207349,P3-63/I4/SVB/N, $ 228.16 
EATON,207356,P3-63/I4, $ 180.72 
EATON,207359,P3-63/I4/HI11, $ 210.50 
EATON,207373,P3-100/I5/SVB, $ 353.09 
EATON,207374         ,P3-100/I5/SVB-SW                                                 , $ 336.27 
EATON,207375,P3-100/I5/SVB-SW/HI11, $ 385.50 
EATON,207378,P3-100/I5/SVB/HI11, $ 385.50 
EATON,207379,P3-100/I5/SVB/N, $ 377.59 
EATON,207380,P3-100/I5/SVB/N/HI11, $ 390.06 
EATON,207398,T0-2-8900/E, $ 46.07 
EATON,207400,T0-2-8900/EA/SVB, $ 69.15 
EATON,207405,T0-2-8900/V/SVB, $ 76.05 
EATON,207412,T5-4-15682/E, $ 452.16 
EATON,207425,T5B-4-15682/EA/SVB, $ 358.27 
EATON,207426,T5B-4-15682/EA/SVB-SW, $ 358.27 
EATON,207435,CI-K1-T0-2, $ 25.55 
EATON,207436,"CI-K1-T0-4, # CI   acc-", $ 30.39 
EATON,207451,K-CI-K1/2, $ 4.57 
EATON,207603,KT-M25, $ 1.15 
EATON,207632,CI-K2-145-AD, $ 54.62 
EATON,208199,DILM250/22(RDC48)," $ 2,813.68 "
EATON,208200,DILM250/22(RA110)," $ 2,954.37 "
EATON,208201,DILM250/22(RA250)," $ 2,954.37 "
EATON,208202,DILM250/22(RAC500)," $ 2,954.37 "
EATON,208208,DILM400/22(RA110)," $ 4,377.50 "
EATON,208209,DILM400/22(RA250)," $ 4,377.50 "
EATON,208210,DILM400/22(RAC500)," $ 4,377.50 "
EATON,208211,"DILM500/22(RDC48) - Contactor, 380V 400V 265kW, 2NO, 2NC, RDC 48: 24-48V DC/AC"," $ 6,438.47 "
EATON,208213,DILM500/22(RA250)," $ 6,431.37 "
EATON,208214,DILM500/22(RAC500)," $ 6,125.11 "
EATON,208216,DILM580/22(RA250)," $ 7,212.05 "
EATON,208217,DILM580/22(RAC500)," $ 7,212.05 "
EATON,208218,DILM650/22(RA110)," $ 8,260.54 "
EATON,208219,DILM650/22(RA250)," $ 8,260.54 "
EATON,208225,DILM820/22(RA250)," $ 11,075.24 "
EATON,208250,DILM250-XSP/E(RDC48), $ 704.24 
EATON,208251,"DILM250-XSP/E(RA110), # DIL M", $ 668.07 
EATON,208252,DILM250-XSP/E(RA250), $ 670.70 
EATON,208253,DILM250-XSP/E(RAC500, $ 670.70 
EATON,208256,DILM500-XSP/E(RA250)," $ 1,003.47 "
EATON,208281,DILM820-XHI11-SI, $ 35.43 
EATON,208282,DILM820-XHI11-SA, $ 33.74 
EATON,208283,DILM820-XHI11V-SI, $ 33.74 
EATON,208287,DILM400-XHB, $ 45.44 
EATON,208288,"DILM820-XMV, enclavamiento", $ 853.09 
EATON,208289,"DILM500-XMV, enclavamiento", $ 63.72 
EATON,208291,DILM400-XS1, $ 98.50 
EATON,208293,DILM400-XKU-S, $ 209.68 
EATON,208295,DILM820-XKB-S, $ 183.64 
EATON,208724,LEDWB-Y, $ 28.61 
EATON,208725,LEDWB-G, $ 30.04 
EATON,208726,LEDWB-R, $ 28.61 
EATON,208727,LEDWB-B, $ 28.61 
EATON,208728,LEDWB-W, $ 25.76 
EATON,210070,Z5-70/FF250, $ 467.50 
EATON,210071,Z5-100/FF250, $ 490.76 
EATON,210072,"Z5-125/FF250, # Relevador Z", $ 492.72 
EATON,210073,"Z5-160/FF250 -Relé de sobre carga ,120-160 A, 1 N/O, 1 N/C, para DILM250", $ 543.95 
EATON,210074,Z5-220/FF250, $ 531.41 
EATON,210075,Z5-250/FF250, $ 531.41 
EATON,211108,CI-K2-80-K, $ 65.70 
EATON,211769,AZ-C20, $ 93.80 
EATON,211770,AZ-2-C20, $ 138.69 
EATON,211771,AZ-3-C20, $ 285.75 
EATON,211776,AZ-3-C25, $ 276.62 
EATON,211779,AZ-C32, $ 83.91 
EATON,211780,AZ-2-C32, $ 185.69 
EATON,211781,AZ-3-C32, $ 304.28 
EATON,211782,AZ-4-C32, $ 338.32 
EATON,211785,AZ-2-C40, $ 184.70 
EATON,211786,AZ-3-C40, $ 278.01 
EATON,211789,AZ-C50, $ 116.62 
EATON,211790,AZ-2-C50, $ 236.71 
EATON,211791,AZ-3-C50, $ 388.60 
EATON,211794,AZ-C63, $ 107.17 
EATON,211795,AZ-2-C63, $ 233.10 
EATON,211796,AZ-3-C63, $ 321.33 
EATON,211797,AZ-4-C63, $ 518.48 
EATON,211799,AZ-C80, $ 107.15 
EATON,211800,AZ-2-C80, $ 203.21 
EATON,211801,AZ-3-C80, $ 381.32 
EATON,211802,AZ-4-C80, $ 542.44 
EATON,211804,AZ-C100, $ 107.14 
EATON,211805,AZ-2-C100, $ 232.74 
EATON,211806,AZ-3-C100, $ 304.40 
EATON,211807,AZ-4-C100, $ 461.63 
EATON,211808,AZ-3N-C100, $ 493.99 
EATON,211809,AZ-C125, $ 126.87 
EATON,211810,AZ-2-C125, $ 234.42 
EATON,211811,AZ-3-C125, $ 317.90 
EATON,211812,AZ-4-C125, $ 534.08 
EATON,211816,AZ-3-D50, $ 353.43 
EATON,211820,AZ-3-D63, $ 347.93 
EATON,211821,AZ-3N-D63, $ 449.77 
EATON,211824                   ,AZ-3-D80                                                         , $ 294.00 
EATON,211828                   ,AZ-3-D100                                                        , $ 294.01 
EATON,212059,AZ-XAA(110-415VAC), $ 84.17 
EATON,212067,AZ-XHI11, $ 33.03 
EATON,212116,FAZ-XK25, $ 6.95 
EATON,212119,FAZ-XK35, $ 12.93 
EATON,212371,"T0-2-113/I1/SVB-SW/L-SOND803, # Cam Switch", $ 143.99 
EATON,214782,T8-3-8212/E/HI12," $ 1,384.11 "
EATON,215077,V-M16, $ 3.32 
EATON,215269,CU12X10, $ 199.34 
EATON,215352,TM-1-8291/E/SVB-SW, $ 64.31 
EATON,215637,"EVG-1PHAS/12MODUL,", $ 10.16 
EATON,215639,EVG-3PHAS/12MODUL, $ 22.96 
EATON,215640,"EVG-3PHAS/6MODUL,", $ 15.47 
EATON,215641,"EVG-2PHAS/12MODUL,", $ 20.17 
EATON,215642,"EVG-2PHAS/6MODUL,", $ 13.04 
EATON,215643,"EVG-4PHAS/12MODUL,", $ 39.27 
EATON,215645,"EVG-3PHAS/9MODUL,", $ 16.13 
EATON,215646,"EVG-1PHAS/2MODUL,", $ 2.62 
EATON,216374,"M22-A, adaptador de fijación frontal para 3 elementos de contacto o LED", $ 3.78 
EATON,216376,"M22-K10, elemento de contacto NO, fijación frontal, bornes roscados.", $ 7.86 
EATON,216378,"M22-K01, elemento de contacto NC, fijación frontal, bornes roscados.", $ 7.86 
EATON,216380,"M22-KC10, elemento de contacto NO, fijación posterior/base, bornes roscados.", $ 7.86 
EATON,216382,"M22-KC01, elemento de contacto NC, fijación posterior/base, bornes roscados.", $ 7.86 
EATON,216384,"M22-CK10, elemento de contacto NO, fijación frontal, Cage Clamp.", $ 8.68 
EATON,216385,"M22-CK01, elemento de contacto NC, fijación frontal, Cage Clamp.", $ 8.68 
EATON,216386,"M22-CKC10, elemento de contacto NO, fijación posterior/base, Cage Clamp.", $ 8.68 
EATON,216387,"M22-CKC01, elemento de contacto NC, fijación posterior/base, Cage Clamp.", $ 8.68 
EATON,216388,"M22-B, Tapón ciego, RAL 7035", $ 5.35 
EATON,216390,M22S-B, $ 5.35 
EATON,216392,"M22S-ST-X, Porta etiquetas, negro, sin etiquetas.", $ 1.28 
EATON,216394,"M22S-STDD-X,", $ 1.28 
EATON,216395,M22-T-D, $ 6.83 
EATON,216396,M22-T-DD, $ 6.83 
EATON,216397,"M22-PL-PV, tapa sello, IP65.", $ 14.44 
EATON,216398,M22-TC, $ 14.97 
EATON,216399,"M22-ZA, adaptador para centrar", $ 3.60 
EATON,216400,"M22-IVS, Adaptador Riel IVS", $ 10.91 
EATON,216401,"M22-GR, anillo roscado", $ 3.13 
EATON,216402,M22-MS, $ 11.23 
EATON,216403,"M22-LG, extractor de foco bay.", $ 11.23 
EATON,216405,"M22-XW, adaptador int.  puente", $ 1.61 
EATON,216406,"M22-XC-R, Kit de codificación para cambiar la extracción de llave", $ 1.35 
EATON,216407,"M22-XC-Y, Kit de codificación para cambiar a retención o retorno", $ 1.35 
EATON,216408,M22S-R30, $ 5.35 
EATON,216416,"M22-ES-MS1, Llave para cerradura MS1", $ 14.44 
EATON,216417,"M22-ES-MS*, Llave para cerradura individual MS2 - MS20", $ 13.28 
EATON,216421,M22-XD-S, $ 2.72 
EATON,216422,"M22-XD-W,", $ 2.72 
EATON,216423,M22-XD-R, $ 2.72 
EATON,216424,M22-XD-G, $ 2.72 
EATON,216425,M22-XD-Y, $ 2.72 
EATON,216426,M22-XD-B, $ 2.72 
EATON,216428,M22-XDH-S, $ 5.09 
EATON,216429,M22-XDH-W, $ 5.09 
EATON,216430,M22-XDH-R, $ 5.35 
EATON,216431,M22-XDH-G, $ 5.35 
EATON,216432,M22-XDH-Y, $ 5.09 
EATON,216433,M22-XDH-B, $ 5.09 
EATON,216435,M22-XDP-S, $ 2.59 
EATON,216437,M22-XDP-R, $ 2.59 
EATON,216439,"M22-XDP-Y, # TITAN", $ 2.59 
EATON,216441,M22-XDL-W, $ 2.72 
EATON,216442,M22-XDL-R, $ 2.72 
EATON,216443,M22-XDL-G, $ 2.72 
EATON,216444,M22-XDL-Y, $ 2.72 
EATON,216445,M22-XDL-B, $ 2.72 
EATON,216447,"M22-XDLH-W, lente p. puls. iluminado H", $ 5.09 
EATON,216448,"M22-XDLH-R, lente p. puls. iluminado H", $ 5.09 
EATON,216449,"M22-XDLH-G, lente p. puls. iluminado H", $ 5.35 
EATON,216450,"M22-XDLH-Y, lente p. puls. iluminado H", $ 5.35 
EATON,216451,"M22-XDLH-B, lente p. puls. iluminado H", $ 5.09 
EATON,216453,M22-XL-W, $ 2.72 
EATON,216454,M22-XL-R, $ 2.72 
EATON,216455,M22-XL-G, $ 2.72 
EATON,216456,M22-XL-Y, $ 2.72 
EATON,216457,M22-XL-B, $ 2.72 
EATON,216459,M22-XLH-W, $ 5.68 
EATON,216460,M22-XLH-R, $ 5.68 
EATON,216461,M22-XLH-G, $ 5.97 
EATON,216462,M22-XLH-Y, $ 5.68 
EATON,216463,M22-XLH-B, $ 5.97 
EATON,216464,M22-XAK, $ 13.09 
EATON,216465,"M22-XAK1,", $ 13.95 
EATON,216466,"M22-XAK2, placa 90mm Emergencia 4 Id.", $ 13.75 
EATON,216468,"M22-XAK4,", $ 13.09 
EATON,216470,"M22-XZK,", $ 6.83 
EATON,216471,M22-XZK-D99, $ 6.83 
EATON,216472,M22-XZK-GB99, $ 6.83 
EATON,216479,"M22-XZK*, placa Emergencia individual", $ 7.68 
EATON,216480,"M22-XST, Etiquetas para porta etiquetas, color aluminio sin rotulación.", $ 1.03 
EATON,216482,M22-XST-*, $ 3.95 
EATON,216483,M22-XBK1, $ 13.75 
EATON,216484,"M22-XYK1,", $ 13.75 
EATON,216485,"M22S-ST-X88, 0-I", $ 3.99 
EATON,216486,"M22S-ST-X93, I 0 II", $ 4.19 
EATON,216493,"M22S-ST-D12,  HAND 0 AUTO", $ 4.19 
EATON,216494,"M22S-ST-GB0, STOP", $ 4.19 
EATON,216495,"M22S-ST-GB1, START", $ 4.19 
EATON,216496,"M22S-ST-GB6, ON", $ 4.19 
EATON,216497,"M22S-ST-GB7, RUN", $ 4.19 
EATON,216498,"M22S-ST-GB8, FAULT", $ 4.19 
EATON,216499,"M22S-ST-GB10, OFF ON", $ 4.19 
EATON,216500,"M22S-ST-GB11, MAN. AUTO", $ 4.19 
EATON,216501,"M22S-ST-GB12, MAN. 0 AUTO", $ 4.19 
EATON,216503,M22-AK01, $ 11.23 
EATON,216504,M22-AK10, $ 11.23 
EATON,216505,M22-AK11, $ 19.10 
EATON,216509,M22-DDL-GR-X1/X0/K11/230-W, $ 75.67 
EATON,216510,M22-D-R-X0/K01, $ 24.32 
EATON,216512,M22-D-G-X1/K10, $ 24.32 
EATON,216515,M22-PV/K01, $ 57.72 
EATON,216516,M22-PV/K11, $ 65.59 
EATON,216517,"M22-WRS/K11, Selector llave c NA/NC", $ 107.85 
EATON,216518,"M22-WRK/K10, Selector 2 posiciones, c/retención, c/adaptador y contacto NO", $ 37.73 
EATON,216520,M22-WRK3/K20, $ 45.68 
EATON,216522,M22-D-G-X1/KC11/I, $ 54.02 
